area_code,area,item_code,item,comm_code,comm_group,group
147,Namibia,1126,Camels,c105,Live animals,Livestock
147,Namibia,1157,"Camelids, other",c106,Live animals,Livestock
147,Namibia,1140,Rabbits and hares,c107,Live animals,Livestock
147,Namibia,1150,"Rodents, other",c108,Live animals,Livestock
147,Namibia,2848,Milk - Excluding Butter,c109,Milk,Livestock products
147,Namibia,2740,"Butter, Ghee",c110,Milk,Livestock products
147,Namibia,2744,Eggs,c111,Eggs,Livestock products
147,Namibia,2746,Wool (Clean Eq.),c112,"Hides, skins, wool",Livestock products
147,Namibia,2731,Bovine Meat,c113,Meat,Livestock products
147,Namibia,2732,Mutton & Goat Meat,c114,Meat,Livestock products
147,Namibia,2733,Pigmeat,c115,Meat,Livestock products
147,Namibia,2734,Poultry Meat,c116,Meat,Livestock products
147,Namibia,2735,"Meat, Other",c117,Meat,Livestock products
147,Namibia,2736,"Offals, Edible",c118,Meat,Livestock products
147,Namibia,2737,"Fats, Animals, Raw",c119,Animal fats,Livestock products
147,Namibia,2748,Hides and skins,c120,"Hides, skins, wool",Livestock products
147,Namibia,2745,Honey,c121,Honey,Livestock products
147,Namibia,2747,Silk,c122,"Hides, skins, wool",Livestock products
147,Namibia,2960,"Fish, Seafood",c123,Fish,Fish
149,Nepal,2807,Rice and products,c001,Cereals,Primary crops
149,Nepal,2511,Wheat and products,c002,Cereals,Primary crops
149,Nepal,2513,Barley and products,c003,Cereals,Primary crops
149,Nepal,2514,Maize and products,c004,Cereals,Primary crops
149,Nepal,2515,Rye and products,c005,Cereals,Primary crops
149,Nepal,2516,Oats,c006,Cereals,Primary crops
149,Nepal,2517,Millet and products,c007,Cereals,Primary crops
149,Nepal,2518,Sorghum and products,c008,Cereals,Primary crops
149,Nepal,2520,"Cereals, Other",c009,Cereals,Primary crops
149,Nepal,2531,Potatoes and products,c010,Roots and tubers,Primary crops
149,Nepal,2532,Cassava and products,c011,Roots and tubers,Primary crops
149,Nepal,2533,Sweet potatoes,c012,Roots and tubers,Primary crops
149,Nepal,2534,"Roots, Other",c013,Roots and tubers,Primary crops
149,Nepal,2535,Yams,c014,Roots and tubers,Primary crops
149,Nepal,2536,Sugar cane,c015,Sugar crops,Primary crops
149,Nepal,2537,Sugar beet,c016,Sugar crops,Primary crops
149,Nepal,2546,Beans,c017,"Vegetables, fruit, nuts, pulses, spices",Primary crops
149,Nepal,2547,Peas,c018,"Vegetables, fruit, nuts, pulses, spices",Primary crops
149,Nepal,2549,"Pulses, Other and products",c019,"Vegetables, fruit, nuts, pulses, spices",Primary crops
149,Nepal,2551,Nuts and products,c020,"Vegetables, fruit, nuts, pulses, spices",Primary crops
149,Nepal,2555,Soyabeans,c021,Oil crops,Primary crops
149,Nepal,2552,Groundnuts,c022,Oil crops,Primary crops
149,Nepal,2557,Sunflower seed,c023,Oil crops,Primary crops
149,Nepal,2558,Rape and Mustardseed,c024,Oil crops,Primary crops
149,Nepal,328,Seed cotton,c025,Oil crops,Primary crops
149,Nepal,2560,Coconuts - Incl Copra,c026,Oil crops,Primary crops
149,Nepal,2561,Sesame seed,c027,Oil crops,Primary crops
149,Nepal,254,"Oil, palm fruit",c028,Oil crops,Primary crops
149,Nepal,2563,Olives (including preserved),c029,Oil crops,Primary crops
149,Nepal,2570,"Oilcrops, Other",c030,Oil crops,Primary crops
149,Nepal,2601,Tomatoes and products,c031,"Vegetables, fruit, nuts, pulses, spices",Primary crops
149,Nepal,2602,Onions,c032,"Vegetables, fruit, nuts, pulses, spices",Primary crops
149,Nepal,2605,"Vegetables, Other",c033,"Vegetables, fruit, nuts, pulses, spices",Primary crops
149,Nepal,2611,"Oranges, Mandarines",c034,"Vegetables, fruit, nuts, pulses, spices",Primary crops
149,Nepal,2612,"Lemons, Limes and products",c035,"Vegetables, fruit, nuts, pulses, spices",Primary crops
149,Nepal,2613,Grapefruit and products,c036,"Vegetables, fruit, nuts, pulses, spices",Primary crops
149,Nepal,2614,"Citrus, Other",c037,"Vegetables, fruit, nuts, pulses, spices",Primary crops
149,Nepal,2615,Bananas,c038,"Vegetables, fruit, nuts, pulses, spices",Primary crops
149,Nepal,2616,Plantains,c039,"Vegetables, fruit, nuts, pulses, spices",Primary crops
149,Nepal,2617,Apples and products,c040,"Vegetables, fruit, nuts, pulses, spices",Primary crops
149,Nepal,2618,Pineapples and products,c041,"Vegetables, fruit, nuts, pulses, spices",Primary crops
149,Nepal,2619,Dates,c042,"Vegetables, fruit, nuts, pulses, spices",Primary crops
149,Nepal,2620,Grapes and products (excl wine),c043,"Vegetables, fruit, nuts, pulses, spices",Primary crops
149,Nepal,2625,"Fruits, Other",c044,"Vegetables, fruit, nuts, pulses, spices",Primary crops
149,Nepal,2630,Coffee and products,c045,"Coffee, tea, cocoa",Primary crops
149,Nepal,2633,Cocoa Beans and products,c046,"Coffee, tea, cocoa",Primary crops
149,Nepal,2635,Tea (including mate),c047,"Coffee, tea, cocoa",Primary crops
149,Nepal,677,Hops,c048,"Vegetables, fruit, nuts, pulses, spices",Primary crops
149,Nepal,2640,Pepper,c049,"Vegetables, fruit, nuts, pulses, spices",Primary crops
149,Nepal,2641,Pimento,c050,"Vegetables, fruit, nuts, pulses, spices",Primary crops
149,Nepal,2642,Cloves,c051,"Vegetables, fruit, nuts, pulses, spices",Primary crops
149,Nepal,2645,"Spices, Other",c052,"Vegetables, fruit, nuts, pulses, spices",Primary crops
149,Nepal,2662,Jute,c053,Fibre crops,Primary crops
149,Nepal,2663,Jute-Like Fibres,c054,Fibre crops,Primary crops
149,Nepal,2664,"Soft-Fibres, Other",c055,Fibre crops,Primary crops
149,Nepal,2665,Sisal,c056,Fibre crops,Primary crops
149,Nepal,2666,Abaca,c057,Fibre crops,Primary crops
149,Nepal,2667,"Hard Fibres, Other",c058,Fibre crops,Primary crops
149,Nepal,2671,Tobacco,c059,"Tobacco, rubber",Primary crops
149,Nepal,2672,Rubber,c060,"Tobacco, rubber",Primary crops
149,Nepal,2000,Fodder crops,c061,Fodder crops,Primary crops
149,Nepal,2001,Grazing,c062,Grazing,Primary crops
149,Nepal,2559,Cottonseed,c063,Fibre crops,Crop products
149,Nepal,2562,Palm kernels,c064,Oil crops,Crop products
149,Nepal,2541,Sugar non-centrifugal,c065,"Sugar, sweeteners",Crop products
149,Nepal,2542,Sugar (Raw Equivalent),c066,"Sugar, sweeteners",Crop products
149,Nepal,2543,"Sweeteners, Other",c067,"Sugar, sweeteners",Crop products
149,Nepal,2571,Soyabean Oil,c068,Vegetable oils,Crop products
149,Nepal,2572,Groundnut Oil,c069,Vegetable oils,Crop products
149,Nepal,2573,Sunflowerseed Oil,c070,Vegetable oils,Crop products
149,Nepal,2574,Rape and Mustard Oil,c071,Vegetable oils,Crop products
149,Nepal,2575,Cottonseed Oil,c072,Vegetable oils,Crop products
149,Nepal,2576,Palmkernel Oil,c073,Vegetable oils,Crop products
149,Nepal,2577,Palm Oil,c074,Vegetable oils,Crop products
149,Nepal,2578,Coconut Oil,c075,Vegetable oils,Crop products
149,Nepal,2579,Sesameseed Oil,c076,Vegetable oils,Crop products
149,Nepal,2580,Olive Oil,c077,Vegetable oils,Crop products
149,Nepal,2581,Ricebran Oil,c078,Vegetable oils,Crop products
149,Nepal,2582,Maize Germ Oil,c079,Vegetable oils,Crop products
149,Nepal,2586,"Oilcrops Oil, Other",c080,Vegetable oils,Crop products
149,Nepal,2590,Soyabean Cake,c081,Oil cakes,Crop products
149,Nepal,2591,Groundnut Cake,c082,Oil cakes,Crop products
149,Nepal,2592,Sunflowerseed Cake,c083,Oil cakes,Crop products
149,Nepal,2593,Rape and Mustard Cake,c084,Oil cakes,Crop products
149,Nepal,2594,Cottonseed Cake,c085,Oil cakes,Crop products
149,Nepal,2595,Palmkernel Cake,c086,Oil cakes,Crop products
149,Nepal,2596,Copra Cake,c087,Oil cakes,Crop products
149,Nepal,2597,Sesameseed Cake,c088,Oil cakes,Crop products
149,Nepal,2598,"Oilseed Cakes, Other",c089,Oil cakes,Crop products
149,Nepal,2655,Wine,c090,Alcohol,Crop products
149,Nepal,2656,Beer,c091,Alcohol,Crop products
149,Nepal,2657,"Beverages, Fermented",c092,Alcohol,Crop products
149,Nepal,2658,"Beverages, Alcoholic",c093,Alcohol,Crop products
149,Nepal,2659,"Alcohol, Non-Food",c094,Ethanol,Crop products
149,Nepal,2661,Cotton lint,c095,Fibre crops,Crop products
149,Nepal,866,Cattle,c096,Live animals,Livestock
149,Nepal,946,Buffaloes,c097,Live animals,Livestock
149,Nepal,976,Sheep,c098,Live animals,Livestock
149,Nepal,1016,Goats,c099,Live animals,Livestock
149,Nepal,1034,Pigs,c100,Live animals,Livestock
149,Nepal,2029,Poultry Birds,c101,Live animals,Livestock
149,Nepal,1096,Horses,c102,Live animals,Livestock
149,Nepal,1107,Asses,c103,Live animals,Livestock
149,Nepal,1110,Mules,c104,Live animals,Livestock
149,Nepal,1126,Camels,c105,Live animals,Livestock
149,Nepal,1157,"Camelids, other",c106,Live animals,Livestock
149,Nepal,1140,Rabbits and hares,c107,Live animals,Livestock
149,Nepal,1150,"Rodents, other",c108,Live animals,Livestock
149,Nepal,2848,Milk - Excluding Butter,c109,Milk,Livestock products
149,Nepal,2740,"Butter, Ghee",c110,Milk,Livestock products
149,Nepal,2744,Eggs,c111,Eggs,Livestock products
149,Nepal,2746,Wool (Clean Eq.),c112,"Hides, skins, wool",Livestock products
149,Nepal,2731,Bovine Meat,c113,Meat,Livestock products
149,Nepal,2732,Mutton & Goat Meat,c114,Meat,Livestock products
149,Nepal,2733,Pigmeat,c115,Meat,Livestock products
149,Nepal,2734,Poultry Meat,c116,Meat,Livestock products
149,Nepal,2735,"Meat, Other",c117,Meat,Livestock products
149,Nepal,2736,"Offals, Edible",c118,Meat,Livestock products
149,Nepal,2737,"Fats, Animals, Raw",c119,Animal fats,Livestock products
149,Nepal,2748,Hides and skins,c120,"Hides, skins, wool",Livestock products
149,Nepal,2745,Honey,c121,Honey,Livestock products
149,Nepal,2747,Silk,c122,"Hides, skins, wool",Livestock products
149,Nepal,2960,"Fish, Seafood",c123,Fish,Fish
150,Netherlands,2807,Rice and products,c001,Cereals,Primary crops
150,Netherlands,2511,Wheat and products,c002,Cereals,Primary crops
150,Netherlands,2513,Barley and products,c003,Cereals,Primary crops
150,Netherlands,2514,Maize and products,c004,Cereals,Primary crops
150,Netherlands,2515,Rye and products,c005,Cereals,Primary crops
150,Netherlands,2516,Oats,c006,Cereals,Primary crops
150,Netherlands,2517,Millet and products,c007,Cereals,Primary crops
150,Netherlands,2518,Sorghum and products,c008,Cereals,Primary crops
150,Netherlands,2520,"Cereals, Other",c009,Cereals,Primary crops
150,Netherlands,2531,Potatoes and products,c010,Roots and tubers,Primary crops
150,Netherlands,2532,Cassava and products,c011,Roots and tubers,Primary crops
150,Netherlands,2533,Sweet potatoes,c012,Roots and tubers,Primary crops
150,Netherlands,2534,"Roots, Other",c013,Roots and tubers,Primary crops
150,Netherlands,2535,Yams,c014,Roots and tubers,Primary crops
150,Netherlands,2536,Sugar cane,c015,Sugar crops,Primary crops
150,Netherlands,2537,Sugar beet,c016,Sugar crops,Primary crops
150,Netherlands,2546,Beans,c017,"Vegetables, fruit, nuts, pulses, spices",Primary crops
150,Netherlands,2547,Peas,c018,"Vegetables, fruit, nuts, pulses, spices",Primary crops
150,Netherlands,2549,"Pulses, Other and products",c019,"Vegetables, fruit, nuts, pulses, spices",Primary crops
150,Netherlands,2551,Nuts and products,c020,"Vegetables, fruit, nuts, pulses, spices",Primary crops
150,Netherlands,2555,Soyabeans,c021,Oil crops,Primary crops
150,Netherlands,2552,Groundnuts,c022,Oil crops,Primary crops
150,Netherlands,2557,Sunflower seed,c023,Oil crops,Primary crops
150,Netherlands,2558,Rape and Mustardseed,c024,Oil crops,Primary crops
150,Netherlands,328,Seed cotton,c025,Oil crops,Primary crops
150,Netherlands,2560,Coconuts - Incl Copra,c026,Oil crops,Primary crops
150,Netherlands,2561,Sesame seed,c027,Oil crops,Primary crops
150,Netherlands,254,"Oil, palm fruit",c028,Oil crops,Primary crops
150,Netherlands,2563,Olives (including preserved),c029,Oil crops,Primary crops
150,Netherlands,2570,"Oilcrops, Other",c030,Oil crops,Primary crops
150,Netherlands,2601,Tomatoes and products,c031,"Vegetables, fruit, nuts, pulses, spices",Primary crops
150,Netherlands,2602,Onions,c032,"Vegetables, fruit, nuts, pulses, spices",Primary crops
150,Netherlands,2605,"Vegetables, Other",c033,"Vegetables, fruit, nuts, pulses, spices",Primary crops
150,Netherlands,2611,"Oranges, Mandarines",c034,"Vegetables, fruit, nuts, pulses, spices",Primary crops
150,Netherlands,2612,"Lemons, Limes and products",c035,"Vegetables, fruit, nuts, pulses, spices",Primary crops
150,Netherlands,2613,Grapefruit and products,c036,"Vegetables, fruit, nuts, pulses, spices",Primary crops
150,Netherlands,2614,"Citrus, Other",c037,"Vegetables, fruit, nuts, pulses, spices",Primary crops
150,Netherlands,2615,Bananas,c038,"Vegetables, fruit, nuts, pulses, spices",Primary crops
150,Netherlands,2616,Plantains,c039,"Vegetables, fruit, nuts, pulses, spices",Primary crops
150,Netherlands,2617,Apples and products,c040,"Vegetables, fruit, nuts, pulses, spices",Primary crops
150,Netherlands,2618,Pineapples and products,c041,"Vegetables, fruit, nuts, pulses, spices",Primary crops
150,Netherlands,2619,Dates,c042,"Vegetables, fruit, nuts, pulses, spices",Primary crops
150,Netherlands,2620,Grapes and products (excl wine),c043,"Vegetables, fruit, nuts, pulses, spices",Primary crops
150,Netherlands,2625,"Fruits, Other",c044,"Vegetables, fruit, nuts, pulses, spices",Primary crops
150,Netherlands,2630,Coffee and products,c045,"Coffee, tea, cocoa",Primary crops
150,Netherlands,2633,Cocoa Beans and products,c046,"Coffee, tea, cocoa",Primary crops
150,Netherlands,2635,Tea (including mate),c047,"Coffee, tea, cocoa",Primary crops
150,Netherlands,677,Hops,c048,"Vegetables, fruit, nuts, pulses, spices",Primary crops
150,Netherlands,2640,Pepper,c049,"Vegetables, fruit, nuts, pulses, spices",Primary crops
150,Netherlands,2641,Pimento,c050,"Vegetables, fruit, nuts, pulses, spices",Primary crops
150,Netherlands,2642,Cloves,c051,"Vegetables, fruit, nuts, pulses, spices",Primary crops
150,Netherlands,2645,"Spices, Other",c052,"Vegetables, fruit, nuts, pulses, spices",Primary crops
150,Netherlands,2662,Jute,c053,Fibre crops,Primary crops
150,Netherlands,2663,Jute-Like Fibres,c054,Fibre crops,Primary crops
150,Netherlands,2664,"Soft-Fibres, Other",c055,Fibre crops,Primary crops
150,Netherlands,2665,Sisal,c056,Fibre crops,Primary crops
150,Netherlands,2666,Abaca,c057,Fibre crops,Primary crops
150,Netherlands,2667,"Hard Fibres, Other",c058,Fibre crops,Primary crops
150,Netherlands,2671,Tobacco,c059,"Tobacco, rubber",Primary crops
150,Netherlands,2672,Rubber,c060,"Tobacco, rubber",Primary crops
150,Netherlands,2000,Fodder crops,c061,Fodder crops,Primary crops
150,Netherlands,2001,Grazing,c062,Grazing,Primary crops
150,Netherlands,2559,Cottonseed,c063,Fibre crops,Crop products
150,Netherlands,2562,Palm kernels,c064,Oil crops,Crop products
150,Netherlands,2541,Sugar non-centrifugal,c065,"Sugar, sweeteners",Crop products
150,Netherlands,2542,Sugar (Raw Equivalent),c066,"Sugar, sweeteners",Crop products
150,Netherlands,2543,"Sweeteners, Other",c067,"Sugar, sweeteners",Crop products
150,Netherlands,2571,Soyabean Oil,c068,Vegetable oils,Crop products
150,Netherlands,2572,Groundnut Oil,c069,Vegetable oils,Crop products
150,Netherlands,2573,Sunflowerseed Oil,c070,Vegetable oils,Crop products
150,Netherlands,2574,Rape and Mustard Oil,c071,Vegetable oils,Crop products
150,Netherlands,2575,Cottonseed Oil,c072,Vegetable oils,Crop products
150,Netherlands,2576,Palmkernel Oil,c073,Vegetable oils,Crop products
150,Netherlands,2577,Palm Oil,c074,Vegetable oils,Crop products
150,Netherlands,2578,Coconut Oil,c075,Vegetable oils,Crop products
150,Netherlands,2579,Sesameseed Oil,c076,Vegetable oils,Crop products
150,Netherlands,2580,Olive Oil,c077,Vegetable oils,Crop products
150,Netherlands,2581,Ricebran Oil,c078,Vegetable oils,Crop products
150,Netherlands,2582,Maize Germ Oil,c079,Vegetable oils,Crop products
150,Netherlands,2586,"Oilcrops Oil, Other",c080,Vegetable oils,Crop products
150,Netherlands,2590,Soyabean Cake,c081,Oil cakes,Crop products
150,Netherlands,2591,Groundnut Cake,c082,Oil cakes,Crop products
150,Netherlands,2592,Sunflowerseed Cake,c083,Oil cakes,Crop products
150,Netherlands,2593,Rape and Mustard Cake,c084,Oil cakes,Crop products
150,Netherlands,2594,Cottonseed Cake,c085,Oil cakes,Crop products
150,Netherlands,2595,Palmkernel Cake,c086,Oil cakes,Crop products
150,Netherlands,2596,Copra Cake,c087,Oil cakes,Crop products
150,Netherlands,2597,Sesameseed Cake,c088,Oil cakes,Crop products
150,Netherlands,2598,"Oilseed Cakes, Other",c089,Oil cakes,Crop products
150,Netherlands,2655,Wine,c090,Alcohol,Crop products
150,Netherlands,2656,Beer,c091,Alcohol,Crop products
150,Netherlands,2657,"Beverages, Fermented",c092,Alcohol,Crop products
150,Netherlands,2658,"Beverages, Alcoholic",c093,Alcohol,Crop products
150,Netherlands,2659,"Alcohol, Non-Food",c094,Ethanol,Crop products
150,Netherlands,2661,Cotton lint,c095,Fibre crops,Crop products
150,Netherlands,866,Cattle,c096,Live animals,Livestock
150,Netherlands,946,Buffaloes,c097,Live animals,Livestock
150,Netherlands,976,Sheep,c098,Live animals,Livestock
150,Netherlands,1016,Goats,c099,Live animals,Livestock
150,Netherlands,1034,Pigs,c100,Live animals,Livestock
150,Netherlands,2029,Poultry Birds,c101,Live animals,Livestock
150,Netherlands,1096,Horses,c102,Live animals,Livestock
150,Netherlands,1107,Asses,c103,Live animals,Livestock
150,Netherlands,1110,Mules,c104,Live animals,Livestock
150,Netherlands,1126,Camels,c105,Live animals,Livestock
150,Netherlands,1157,"Camelids, other",c106,Live animals,Livestock
150,Netherlands,1140,Rabbits and hares,c107,Live animals,Livestock
150,Netherlands,1150,"Rodents, other",c108,Live animals,Livestock
150,Netherlands,2848,Milk - Excluding Butter,c109,Milk,Livestock products
150,Netherlands,2740,"Butter, Ghee",c110,Milk,Livestock products
150,Netherlands,2744,Eggs,c111,Eggs,Livestock products
150,Netherlands,2746,Wool (Clean Eq.),c112,"Hides, skins, wool",Livestock products
150,Netherlands,2731,Bovine Meat,c113,Meat,Livestock products
150,Netherlands,2732,Mutton & Goat Meat,c114,Meat,Livestock products
150,Netherlands,2733,Pigmeat,c115,Meat,Livestock products
150,Netherlands,2734,Poultry Meat,c116,Meat,Livestock products
150,Netherlands,2735,"Meat, Other",c117,Meat,Livestock products
150,Netherlands,2736,"Offals, Edible",c118,Meat,Livestock products
150,Netherlands,2737,"Fats, Animals, Raw",c119,Animal fats,Livestock products
150,Netherlands,2748,Hides and skins,c120,"Hides, skins, wool",Livestock products
