area_code,area,item_code,item,comm_code,comm_group,group
143,Morocco,1157,"Camelids, other",c106,Live animals,Livestock
143,Morocco,1140,Rabbits and hares,c107,Live animals,Livestock
143,Morocco,1150,"Rodents, other",c108,Live animals,Livestock
143,Morocco,2848,Milk - Excluding Butter,c109,Milk,Livestock products
143,Morocco,2740,"Butter, Ghee",c110,Milk,Livestock products
143,Morocco,2744,Eggs,c111,Eggs,Livestock products
143,Morocco,2746,Wool (Clean Eq.),c112,"Hides, skins, wool",Livestock products
143,Morocco,2731,Bovine Meat,c113,Meat,Livestock products
143,Morocco,2732,Mutton & Goat Meat,c114,Meat,Livestock products
143,Morocco,2733,Pigmeat,c115,Meat,Livestock products
143,Morocco,2734,Poultry Meat,c116,Meat,Livestock products
143,Morocco,2735,"Meat, Other",c117,Meat,Livestock products
143,Morocco,2736,"Offals, Edible",c118,Meat,Livestock products
143,Morocco,2737,"Fats, Animals, Raw",c119,Animal fats,Livestock products
143,Morocco,2748,Hides and skins,c120,"Hides, skins, wool",Livestock products
143,Morocco,2745,Honey,c121,Honey,Livestock products
143,Morocco,2747,Silk,c122,"Hides, skins, wool",Livestock products
143,Morocco,2960,"Fish, Seafood",c123,Fish,Fish
144,Mozambique,2807,Rice and products,c001,Cereals,Primary crops
144,Mozambique,2511,Wheat and products,c002,Cereals,Primary crops
144,Mozambique,2513,Barley and products,c003,Cereals,Primary crops
144,Mozambique,2514,Maize and products,c004,Cereals,Primary crops
144,Mozambique,2515,Rye and products,c005,Cereals,Primary crops
144,Mozambique,2516,Oats,c006,Cereals,Primary crops
144,Mozambique,2517,Millet and products,c007,Cereals,Primary crops
144,Mozambique,2518,Sorghum and products,c008,Cereals,Primary crops
144,Mozambique,2520,"Cereals, Other",c009,Cereals,Primary crops
144,Mozambique,2531,Potatoes and products,c010,Roots and tubers,Primary crops
144,Mozambique,2532,Cassava and products,c011,Roots and tubers,Primary crops
144,Mozambique,2533,Sweet potatoes,c012,Roots and tubers,Primary crops
144,Mozambique,2534,"Roots, Other",c013,Roots and tubers,Primary crops
144,Mozambique,2535,Yams,c014,Roots and tubers,Primary crops
144,Mozambique,2536,Sugar cane,c015,Sugar crops,Primary crops
144,Mozambique,2537,Sugar beet,c016,Sugar crops,Primary crops
144,Mozambique,2546,Beans,c017,"Vegetables, fruit, nuts, pulses, spices",Primary crops
144,Mozambique,2547,Peas,c018,"Vegetables, fruit, nuts, pulses, spices",Primary crops
144,Mozambique,2549,"Pulses, Other and products",c019,"Vegetables, fruit, nuts, pulses, spices",Primary crops
144,Mozambique,2551,Nuts and products,c020,"Vegetables, fruit, nuts, pulses, spices",Primary crops
144,Mozambique,2555,Soyabeans,c021,Oil crops,Primary crops
144,Mozambique,2552,Groundnuts,c022,Oil crops,Primary crops
144,Mozambique,2557,Sunflower seed,c023,Oil crops,Primary crops
144,Mozambique,2558,Rape and Mustardseed,c024,Oil crops,Primary crops
144,Mozambique,328,Seed cotton,c025,Oil crops,Primary crops
144,Mozambique,2560,Coconuts - Incl Copra,c026,Oil crops,Primary crops
144,Mozambique,2561,Sesame seed,c027,Oil crops,Primary crops
144,Mozambique,254,"Oil, palm fruit",c028,Oil crops,Primary crops
144,Mozambique,2563,Olives (including preserved),c029,Oil crops,Primary crops
144,Mozambique,2570,"Oilcrops, Other",c030,Oil crops,Primary crops
144,Mozambique,2601,Tomatoes and products,c031,"Vegetables, fruit, nuts, pulses, spices",Primary crops
144,Mozambique,2602,Onions,c032,"Vegetables, fruit, nuts, pulses, spices",Primary crops
144,Mozambique,2605,"Vegetables, Other",c033,"Vegetables, fruit, nuts, pulses, spices",Primary crops
144,Mozambique,2611,"Oranges, Mandarines",c034,"Vegetables, fruit, nuts, pulses, spices",Primary crops
144,Mozambique,2612,"Lemons, Limes and products",c035,"Vegetables, fruit, nuts, pulses, spices",Primary crops
144,Mozambique,2613,Grapefruit and products,c036,"Vegetables, fruit, nuts, pulses, spices",Primary crops
144,Mozambique,2614,"Citrus, Other",c037,"Vegetables, fruit, nuts, pulses, spices",Primary crops
144,Mozambique,2615,Bananas,c038,"Vegetables, fruit, nuts, pulses, spices",Primary crops
144,Mozambique,2616,Plantains,c039,"Vegetables, fruit, nuts, pulses, spices",Primary crops
144,Mozambique,2617,Apples and products,c040,"Vegetables, fruit, nuts, pulses, spices",Primary crops
144,Mozambique,2618,Pineapples and products,c041,"Vegetables, fruit, nuts, pulses, spices",Primary crops
144,Mozambique,2619,Dates,c042,"Vegetables, fruit, nuts, pulses, spices",Primary crops
144,Mozambique,2620,Grapes and products (excl wine),c043,"Vegetables, fruit, nuts, pulses, spices",Primary crops
144,Mozambique,2625,"Fruits, Other",c044,"Vegetables, fruit, nuts, pulses, spices",Primary crops
144,Mozambique,2630,Coffee and products,c045,"Coffee, tea, cocoa",Primary crops
144,Mozambique,2633,Cocoa Beans and products,c046,"Coffee, tea, cocoa",Primary crops
144,Mozambique,2635,Tea (including mate),c047,"Coffee, tea, cocoa",Primary crops
144,Mozambique,677,Hops,c048,"Vegetables, fruit, nuts, pulses, spices",Primary crops
144,Mozambique,2640,Pepper,c049,"Vegetables, fruit, nuts, pulses, spices",Primary crops
144,Mozambique,2641,Pimento,c050,"Vegetables, fruit, nuts, pulses, spices",Primary crops
144,Mozambique,2642,Cloves,c051,"Vegetables, fruit, nuts, pulses, spices",Primary crops
144,Mozambique,2645,"Spices, Other",c052,"Vegetables, fruit, nuts, pulses, spices",Primary crops
144,Mozambique,2662,Jute,c053,Fibre crops,Primary crops
144,Mozambique,2663,Jute-Like Fibres,c054,Fibre crops,Primary crops
144,Mozambique,2664,"Soft-Fibres, Other",c055,Fibre crops,Primary crops
144,Mozambique,2665,Sisal,c056,Fibre crops,Primary crops
144,Mozambique,2666,Abaca,c057,Fibre crops,Primary crops
144,Mozambique,2667,"Hard Fibres, Other",c058,Fibre crops,Primary crops
144,Mozambique,2671,Tobacco,c059,"Tobacco, rubber",Primary crops
144,Mozambique,2672,Rubber,c060,"Tobacco, rubber",Primary crops
144,Mozambique,2000,Fodder crops,c061,Fodder crops,Primary crops
144,Mozambique,2001,Grazing,c062,Grazing,Primary crops
144,Mozambique,2559,Cottonseed,c063,Fibre crops,Crop products
144,Mozambique,2562,Palm kernels,c064,Oil crops,Crop products
144,Mozambique,2541,Sugar non-centrifugal,c065,"Sugar, sweeteners",Crop products
144,Mozambique,2542,Sugar (Raw Equivalent),c066,"Sugar, sweeteners",Crop products
144,Mozambique,2543,"Sweeteners, Other",c067,"Sugar, sweeteners",Crop products
144,Mozambique,2571,Soyabean Oil,c068,Vegetable oils,Crop products
144,Mozambique,2572,Groundnut Oil,c069,Vegetable oils,Crop products
144,Mozambique,2573,Sunflowerseed Oil,c070,Vegetable oils,Crop products
144,Mozambique,2574,Rape and Mustard Oil,c071,Vegetable oils,Crop products
144,Mozambique,2575,Cottonseed Oil,c072,Vegetable oils,Crop products
144,Mozambique,2576,Palmkernel Oil,c073,Vegetable oils,Crop products
144,Mozambique,2577,Palm Oil,c074,Vegetable oils,Crop products
144,Mozambique,2578,Coconut Oil,c075,Vegetable oils,Crop products
144,Mozambique,2579,Sesameseed Oil,c076,Vegetable oils,Crop products
144,Mozambique,2580,Olive Oil,c077,Vegetable oils,Crop products
144,Mozambique,2581,Ricebran Oil,c078,Vegetable oils,Crop products
144,Mozambique,2582,Maize Germ Oil,c079,Vegetable oils,Crop products
144,Mozambique,2586,"Oilcrops Oil, Other",c080,Vegetable oils,Crop products
144,Mozambique,2590,Soyabean Cake,c081,Oil cakes,Crop products
144,Mozambique,2591,Groundnut Cake,c082,Oil cakes,Crop products
144,Mozambique,2592,Sunflowerseed Cake,c083,Oil cakes,Crop products
144,Mozambique,2593,Rape and Mustard Cake,c084,Oil cakes,Crop products
144,Mozambique,2594,Cottonseed Cake,c085,Oil cakes,Crop products
144,Mozambique,2595,Palmkernel Cake,c086,Oil cakes,Crop products
144,Mozambique,2596,Copra Cake,c087,Oil cakes,Crop products
144,Mozambique,2597,Sesameseed Cake,c088,Oil cakes,Crop products
144,Mozambique,2598,"Oilseed Cakes, Other",c089,Oil cakes,Crop products
144,Mozambique,2655,Wine,c090,Alcohol,Crop products
144,Mozambique,2656,Beer,c091,Alcohol,Crop products
144,Mozambique,2657,"Beverages, Fermented",c092,Alcohol,Crop products
144,Mozambique,2658,"Beverages, Alcoholic",c093,Alcohol,Crop products
144,Mozambique,2659,"Alcohol, Non-Food",c094,Ethanol,Crop products
144,Mozambique,2661,Cotton lint,c095,Fibre crops,Crop products
144,Mozambique,866,Cattle,c096,Live animals,Livestock
144,Mozambique,946,Buffaloes,c097,Live animals,Livestock
144,Mozambique,976,Sheep,c098,Live animals,Livestock
144,Mozambique,1016,Goats,c099,Live animals,Livestock
144,Mozambique,1034,Pigs,c100,Live animals,Livestock
144,Mozambique,2029,Poultry Birds,c101,Live animals,Livestock
144,Mozambique,1096,Horses,c102,Live animals,Livestock
144,Mozambique,1107,Asses,c103,Live animals,Livestock
144,Mozambique,1110,Mules,c104,Live animals,Livestock
144,Mozambique,1126,Camels,c105,Live animals,Livestock
144,Mozambique,1157,"Camelids, other",c106,Live animals,Livestock
144,Mozambique,1140,Rabbits and hares,c107,Live animals,Livestock
144,Mozambique,1150,"Rodents, other",c108,Live animals,Livestock
144,Mozambique,2848,Milk - Excluding Butter,c109,Milk,Livestock products
144,Mozambique,2740,"Butter, Ghee",c110,Milk,Livestock products
144,Mozambique,2744,Eggs,c111,Eggs,Livestock products
144,Mozambique,2746,Wool (Clean Eq.),c112,"Hides, skins, wool",Livestock products
144,Mozambique,2731,Bovine Meat,c113,Meat,Livestock products
144,Mozambique,2732,Mutton & Goat Meat,c114,Meat,Livestock products
144,Mozambique,2733,Pigmeat,c115,Meat,Livestock products
144,Mozambique,2734,Poultry Meat,c116,Meat,Livestock products
144,Mozambique,2735,"Meat, Other",c117,Meat,Livestock products
144,Mozambique,2736,"Offals, Edible",c118,Meat,Livestock products
144,Mozambique,2737,"Fats, Animals, Raw",c119,Animal fats,Livestock products
144,Mozambique,2748,Hides and skins,c120,"Hides, skins, wool",Livestock products
144,Mozambique,2745,Honey,c121,Honey,Livestock products
144,Mozambique,2747,Silk,c122,"Hides, skins, wool",Livestock products
144,Mozambique,2960,"Fish, Seafood",c123,Fish,Fish
146,Republic of Moldova,2807,Rice and products,c001,Cereals,Primary crops
146,Republic of Moldova,2511,Wheat and products,c002,Cereals,Primary crops
146,Republic of Moldova,2513,Barley and products,c003,Cereals,Primary crops
146,Republic of Moldova,2514,Maize and products,c004,Cereals,Primary crops
146,Republic of Moldova,2515,Rye and products,c005,Cereals,Primary crops
146,Republic of Moldova,2516,Oats,c006,Cereals,Primary crops
146,Republic of Moldova,2517,Millet and products,c007,Cereals,Primary crops
146,Republic of Moldova,2518,Sorghum and products,c008,Cereals,Primary crops
146,Republic of Moldova,2520,"Cereals, Other",c009,Cereals,Primary crops
146,Republic of Moldova,2531,Potatoes and products,c010,Roots and tubers,Primary crops
146,Republic of Moldova,2532,Cassava and products,c011,Roots and tubers,Primary crops
146,Republic of Moldova,2533,Sweet potatoes,c012,Roots and tubers,Primary crops
146,Republic of Moldova,2534,"Roots, Other",c013,Roots and tubers,Primary crops
146,Republic of Moldova,2535,Yams,c014,Roots and tubers,Primary crops
146,Republic of Moldova,2536,Sugar cane,c015,Sugar crops,Primary crops
146,Republic of Moldova,2537,Sugar beet,c016,Sugar crops,Primary crops
146,Republic of Moldova,2546,Beans,c017,"Vegetables, fruit, nuts, pulses, spices",Primary crops
146,Republic of Moldova,2547,Peas,c018,"Vegetables, fruit, nuts, pulses, spices",Primary crops
146,Republic of Moldova,2549,"Pulses, Other and products",c019,"Vegetables, fruit, nuts, pulses, spices",Primary crops
146,Republic of Moldova,2551,Nuts and products,c020,"Vegetables, fruit, nuts, pulses, spices",Primary crops
146,Republic of Moldova,2555,Soyabeans,c021,Oil crops,Primary crops
146,Republic of Moldova,2552,Groundnuts,c022,Oil crops,Primary crops
146,Republic of Moldova,2557,Sunflower seed,c023,Oil crops,Primary crops
146,Republic of Moldova,2558,Rape and Mustardseed,c024,Oil crops,Primary crops
146,Republic of Moldova,328,Seed cotton,c025,Oil crops,Primary crops
146,Republic of Moldova,2560,Coconuts - Incl Copra,c026,Oil crops,Primary crops
146,Republic of Moldova,2561,Sesame seed,c027,Oil crops,Primary crops
146,Republic of Moldova,254,"Oil, palm fruit",c028,Oil crops,Primary crops
146,Republic of Moldova,2563,Olives (including preserved),c029,Oil crops,Primary crops
146,Republic of Moldova,2570,"Oilcrops, Other",c030,Oil crops,Primary crops
146,Republic of Moldova,2601,Tomatoes and products,c031,"Vegetables, fruit, nuts, pulses, spices",Primary crops
146,Republic of Moldova,2602,Onions,c032,"Vegetables, fruit, nuts, pulses, spices",Primary crops
146,Republic of Moldova,2605,"Vegetables, Other",c033,"Vegetables, fruit, nuts, pulses, spices",Primary crops
146,Republic of Moldova,2611,"Oranges, Mandarines",c034,"Vegetables, fruit, nuts, pulses, spices",Primary crops
146,Republic of Moldova,2612,"Lemons, Limes and products",c035,"Vegetables, fruit, nuts, pulses, spices",Primary crops
146,Republic of Moldova,2613,Grapefruit and products,c036,"Vegetables, fruit, nuts, pulses, spices",Primary crops
146,Republic of Moldova,2614,"Citrus, Other",c037,"Vegetables, fruit, nuts, pulses, spices",Primary crops
146,Republic of Moldova,2615,Bananas,c038,"Vegetables, fruit, nuts, pulses, spices",Primary crops
146,Republic of Moldova,2616,Plantains,c039,"Vegetables, fruit, nuts, pulses, spices",Primary crops
146,Republic of Moldova,2617,Apples and products,c040,"Vegetables, fruit, nuts, pulses, spices",Primary crops
146,Republic of Moldova,2618,Pineapples and products,c041,"Vegetables, fruit, nuts, pulses, spices",Primary crops
146,Republic of Moldova,2619,Dates,c042,"Vegetables, fruit, nuts, pulses, spices",Primary crops
146,Republic of Moldova,2620,Grapes and products (excl wine),c043,"Vegetables, fruit, nuts, pulses, spices",Primary crops
146,Republic of Moldova,2625,"Fruits, Other",c044,"Vegetables, fruit, nuts, pulses, spices",Primary crops
146,Republic of Moldova,2630,Coffee and products,c045,"Coffee, tea, cocoa",Primary crops
146,Republic of Moldova,2633,Cocoa Beans and products,c046,"Coffee, tea, cocoa",Primary crops
146,Republic of Moldova,2635,Tea (including mate),c047,"Coffee, tea, cocoa",Primary crops
146,Republic of Moldova,677,Hops,c048,"Vegetables, fruit, nuts, pulses, spices",Primary crops
146,Republic of Moldova,2640,Pepper,c049,"Vegetables, fruit, nuts, pulses, spices",Primary crops
146,Republic of Moldova,2641,Pimento,c050,"Vegetables, fruit, nuts, pulses, spices",Primary crops
146,Republic of Moldova,2642,Cloves,c051,"Vegetables, fruit, nuts, pulses, spices",Primary crops
146,Republic of Moldova,2645,"Spices, Other",c052,"Vegetables, fruit, nuts, pulses, spices",Primary crops
146,Republic of Moldova,2662,Jute,c053,Fibre crops,Primary crops
146,Republic of Moldova,2663,Jute-Like Fibres,c054,Fibre crops,Primary crops
146,Republic of Moldova,2664,"Soft-Fibres, Other",c055,Fibre crops,Primary crops
146,Republic of Moldova,2665,Sisal,c056,Fibre crops,Primary crops
146,Republic of Moldova,2666,Abaca,c057,Fibre crops,Primary crops
146,Republic of Moldova,2667,"Hard Fibres, Other",c058,Fibre crops,Primary crops
146,Republic of Moldova,2671,Tobacco,c059,"Tobacco, rubber",Primary crops
146,Republic of Moldova,2672,Rubber,c060,"Tobacco, rubber",Primary crops
146,Republic of Moldova,2000,Fodder crops,c061,Fodder crops,Primary crops
146,Republic of Moldova,2001,Grazing,c062,Grazing,Primary crops
146,Republic of Moldova,2559,Cottonseed,c063,Fibre crops,Crop products
146,Republic of Moldova,2562,Palm kernels,c064,Oil crops,Crop products
146,Republic of Moldova,2541,Sugar non-centrifugal,c065,"Sugar, sweeteners",Crop products
146,Republic of Moldova,2542,Sugar (Raw Equivalent),c066,"Sugar, sweeteners",Crop products
146,Republic of Moldova,2543,"Sweeteners, Other",c067,"Sugar, sweeteners",Crop products
146,Republic of Moldova,2571,Soyabean Oil,c068,Vegetable oils,Crop products
146,Republic of Moldova,2572,Groundnut Oil,c069,Vegetable oils,Crop products
146,Republic of Moldova,2573,Sunflowerseed Oil,c070,Vegetable oils,Crop products
146,Republic of Moldova,2574,Rape and Mustard Oil,c071,Vegetable oils,Crop products
146,Republic of Moldova,2575,Cottonseed Oil,c072,Vegetable oils,Crop products
146,Republic of Moldova,2576,Palmkernel Oil,c073,Vegetable oils,Crop products
146,Republic of Moldova,2577,Palm Oil,c074,Vegetable oils,Crop products
146,Republic of Moldova,2578,Coconut Oil,c075,Vegetable oils,Crop products
146,Republic of Moldova,2579,Sesameseed Oil,c076,Vegetable oils,Crop products
146,Republic of Moldova,2580,Olive Oil,c077,Vegetable oils,Crop products
146,Republic of Moldova,2581,Ricebran Oil,c078,Vegetable oils,Crop products
146,Republic of Moldova,2582,Maize Germ Oil,c079,Vegetable oils,Crop products
146,Republic of Moldova,2586,"Oilcrops Oil, Other",c080,Vegetable oils,Crop products
146,Republic of Moldova,2590,Soyabean Cake,c081,Oil cakes,Crop products
146,Republic of Moldova,2591,Groundnut Cake,c082,Oil cakes,Crop products
146,Republic of Moldova,2592,Sunflowerseed Cake,c083,Oil cakes,Crop products
146,Republic of Moldova,2593,Rape and Mustard Cake,c084,Oil cakes,Crop products
146,Republic of Moldova,2594,Cottonseed Cake,c085,Oil cakes,Crop products
146,Republic of Moldova,2595,Palmkernel Cake,c086,Oil cakes,Crop products
146,Republic of Moldova,2596,Copra Cake,c087,Oil cakes,Crop products
146,Republic of Moldova,2597,Sesameseed Cake,c088,Oil cakes,Crop products
146,Republic of Moldova,2598,"Oilseed Cakes, Other",c089,Oil cakes,Crop products
146,Republic of Moldova,2655,Wine,c090,Alcohol,Crop products
146,Republic of Moldova,2656,Beer,c091,Alcohol,Crop products
146,Republic of Moldova,2657,"Beverages, Fermented",c092,Alcohol,Crop products
146,Republic of Moldova,2658,"Beverages, Alcoholic",c093,Alcohol,Crop products
146,Republic of Moldova,2659,"Alcohol, Non-Food",c094,Ethanol,Crop products
146,Republic of Moldova,2661,Cotton lint,c095,Fibre crops,Crop products
146,Republic of Moldova,866,Cattle,c096,Live animals,Livestock
146,Republic of Moldova,946,Buffaloes,c097,Live animals,Livestock
146,Republic of Moldova,976,Sheep,c098,Live animals,Livestock
146,Republic of Moldova,1016,Goats,c099,Live animals,Livestock
146,Republic of Moldova,1034,Pigs,c100,Live animals,Livestock
146,Republic of Moldova,2029,Poultry Birds,c101,Live animals,Livestock
146,Republic of Moldova,1096,Horses,c102,Live animals,Livestock
146,Republic of Moldova,1107,Asses,c103,Live animals,Livestock
146,Republic of Moldova,1110,Mules,c104,Live animals,Livestock
146,Republic of Moldova,1126,Camels,c105,Live animals,Livestock
146,Republic of Moldova,1157,"Camelids, other",c106,Live animals,Livestock
146,Republic of Moldova,1140,Rabbits and hares,c107,Live animals,Livestock
146,Republic of Moldova,1150,"Rodents, other",c108,Live animals,Livestock
146,Republic of Moldova,2848,Milk - Excluding Butter,c109,Milk,Livestock products
146,Republic of Moldova,2740,"Butter, Ghee",c110,Milk,Livestock products
146,Republic of Moldova,2744,Eggs,c111,Eggs,Livestock products
146,Republic of Moldova,2746,Wool (Clean Eq.),c112,"Hides, skins, wool",Livestock products
146,Republic of Moldova,2731,Bovine Meat,c113,Meat,Livestock products
146,Republic of Moldova,2732,Mutton & Goat Meat,c114,Meat,Livestock products
146,Republic of Moldova,2733,Pigmeat,c115,Meat,Livestock products
146,Republic of Moldova,2734,Poultry Meat,c116,Meat,Livestock products
146,Republic of Moldova,2735,"Meat, Other",c117,Meat,Livestock products
146,Republic of Moldova,2736,"Offals, Edible",c118,Meat,Livestock products
146,Republic of Moldova,2737,"Fats, Animals, Raw",c119,Animal fats,Livestock products
146,Republic of Moldova,2748,Hides and skins,c120,"Hides, skins, wool",Livestock products
146,Republic of Moldova,2745,Honey,c121,Honey,Livestock products
146,Republic of Moldova,2747,Silk,c122,"Hides, skins, wool",Livestock products
146,Republic of Moldova,2960,"Fish, Seafood",c123,Fish,Fish
147,Namibia,2807,Rice and products,c001,Cereals,Primary crops
147,Namibia,2511,Wheat and products,c002,Cereals,Primary crops
147,Namibia,2513,Barley and products,c003,Cereals,Primary crops
147,Namibia,2514,Maize and products,c004,Cereals,Primary crops
147,Namibia,2515,Rye and products,c005,Cereals,Primary crops
147,Namibia,2516,Oats,c006,Cereals,Primary crops
147,Namibia,2517,Millet and products,c007,Cereals,Primary crops
147,Namibia,2518,Sorghum and products,c008,Cereals,Primary crops
147,Namibia,2520,"Cereals, Other",c009,Cereals,Primary crops
147,Namibia,2531,Potatoes and products,c010,Roots and tubers,Primary crops
147,Namibia,2532,Cassava and products,c011,Roots and tubers,Primary crops
147,Namibia,2533,Sweet potatoes,c012,Roots and tubers,Primary crops
147,Namibia,2534,"Roots, Other",c013,Roots and tubers,Primary crops
147,Namibia,2535,Yams,c014,Roots and tubers,Primary crops
147,Namibia,2536,Sugar cane,c015,Sugar crops,Primary crops
147,Namibia,2537,Sugar beet,c016,Sugar crops,Primary crops
147,Namibia,2546,Beans,c017,"Vegetables, fruit, nuts, pulses, spices",Primary crops
147,Namibia,2547,Peas,c018,"Vegetables, fruit, nuts, pulses, spices",Primary crops
147,Namibia,2549,"Pulses, Other and products",c019,"Vegetables, fruit, nuts, pulses, spices",Primary crops
147,Namibia,2551,Nuts and products,c020,"Vegetables, fruit, nuts, pulses, spices",Primary crops
147,Namibia,2555,Soyabeans,c021,Oil crops,Primary crops
147,Namibia,2552,Groundnuts,c022,Oil crops,Primary crops
147,Namibia,2557,Sunflower seed,c023,Oil crops,Primary crops
147,Namibia,2558,Rape and Mustardseed,c024,Oil crops,Primary crops
147,Namibia,328,Seed cotton,c025,Oil crops,Primary crops
147,Namibia,2560,Coconuts - Incl Copra,c026,Oil crops,Primary crops
147,Namibia,2561,Sesame seed,c027,Oil crops,Primary crops
147,Namibia,254,"Oil, palm fruit",c028,Oil crops,Primary crops
147,Namibia,2563,Olives (including preserved),c029,Oil crops,Primary crops
147,Namibia,2570,"Oilcrops, Other",c030,Oil crops,Primary crops
147,Namibia,2601,Tomatoes and products,c031,"Vegetables, fruit, nuts, pulses, spices",Primary crops
147,Namibia,2602,Onions,c032,"Vegetables, fruit, nuts, pulses, spices",Primary crops
147,Namibia,2605,"Vegetables, Other",c033,"Vegetables, fruit, nuts, pulses, spices",Primary crops
147,Namibia,2611,"Oranges, Mandarines",c034,"Vegetables, fruit, nuts, pulses, spices",Primary crops
147,Namibia,2612,"Lemons, Limes and products",c035,"Vegetables, fruit, nuts, pulses, spices",Primary crops
147,Namibia,2613,Grapefruit and products,c036,"Vegetables, fruit, nuts, pulses, spices",Primary crops
147,Namibia,2614,"Citrus, Other",c037,"Vegetables, fruit, nuts, pulses, spices",Primary crops
147,Namibia,2615,Bananas,c038,"Vegetables, fruit, nuts, pulses, spices",Primary crops
147,Namibia,2616,Plantains,c039,"Vegetables, fruit, nuts, pulses, spices",Primary crops
147,Namibia,2617,Apples and products,c040,"Vegetables, fruit, nuts, pulses, spices",Primary crops
147,Namibia,2618,Pineapples and products,c041,"Vegetables, fruit, nuts, pulses, spices",Primary crops
147,Namibia,2619,Dates,c042,"Vegetables, fruit, nuts, pulses, spices",Primary crops
147,Namibia,2620,Grapes and products (excl wine),c043,"Vegetables, fruit, nuts, pulses, spices",Primary crops
147,Namibia,2625,"Fruits, Other",c044,"Vegetables, fruit, nuts, pulses, spices",Primary crops
147,Namibia,2630,Coffee and products,c045,"Coffee, tea, cocoa",Primary crops
147,Namibia,2633,Cocoa Beans and products,c046,"Coffee, tea, cocoa",Primary crops
147,Namibia,2635,Tea (including mate),c047,"Coffee, tea, cocoa",Primary crops
147,Namibia,677,Hops,c048,"Vegetables, fruit, nuts, pulses, spices",Primary crops
147,Namibia,2640,Pepper,c049,"Vegetables, fruit, nuts, pulses, spices",Primary crops
147,Namibia,2641,Pimento,c050,"Vegetables, fruit, nuts, pulses, spices",Primary crops
147,Namibia,2642,Cloves,c051,"Vegetables, fruit, nuts, pulses, spices",Primary crops
147,Namibia,2645,"Spices, Other",c052,"Vegetables, fruit, nuts, pulses, spices",Primary crops
147,Namibia,2662,Jute,c053,Fibre crops,Primary crops
147,Namibia,2663,Jute-Like Fibres,c054,Fibre crops,Primary crops
147,Namibia,2664,"Soft-Fibres, Other",c055,Fibre crops,Primary crops
147,Namibia,2665,Sisal,c056,Fibre crops,Primary crops
147,Namibia,2666,Abaca,c057,Fibre crops,Primary crops
147,Namibia,2667,"Hard Fibres, Other",c058,Fibre crops,Primary crops
147,Namibia,2671,Tobacco,c059,"Tobacco, rubber",Primary crops
147,Namibia,2672,Rubber,c060,"Tobacco, rubber",Primary crops
147,Namibia,2000,Fodder crops,c061,Fodder crops,Primary crops
147,Namibia,2001,Grazing,c062,Grazing,Primary crops
147,Namibia,2559,Cottonseed,c063,Fibre crops,Crop products
147,Namibia,2562,Palm kernels,c064,Oil crops,Crop products
147,Namibia,2541,Sugar non-centrifugal,c065,"Sugar, sweeteners",Crop products
147,Namibia,2542,Sugar (Raw Equivalent),c066,"Sugar, sweeteners",Crop products
147,Namibia,2543,"Sweeteners, Other",c067,"Sugar, sweeteners",Crop products
147,Namibia,2571,Soyabean Oil,c068,Vegetable oils,Crop products
147,Namibia,2572,Groundnut Oil,c069,Vegetable oils,Crop products
147,Namibia,2573,Sunflowerseed Oil,c070,Vegetable oils,Crop products
147,Namibia,2574,Rape and Mustard Oil,c071,Vegetable oils,Crop products
147,Namibia,2575,Cottonseed Oil,c072,Vegetable oils,Crop products
147,Namibia,2576,Palmkernel Oil,c073,Vegetable oils,Crop products
147,Namibia,2577,Palm Oil,c074,Vegetable oils,Crop products
147,Namibia,2578,Coconut Oil,c075,Vegetable oils,Crop products
147,Namibia,2579,Sesameseed Oil,c076,Vegetable oils,Crop products
147,Namibia,2580,Olive Oil,c077,Vegetable oils,Crop products
147,Namibia,2581,Ricebran Oil,c078,Vegetable oils,Crop products
147,Namibia,2582,Maize Germ Oil,c079,Vegetable oils,Crop products
147,Namibia,2586,"Oilcrops Oil, Other",c080,Vegetable oils,Crop products
147,Namibia,2590,Soyabean Cake,c081,Oil cakes,Crop products
147,Namibia,2591,Groundnut Cake,c082,Oil cakes,Crop products
147,Namibia,2592,Sunflowerseed Cake,c083,Oil cakes,Crop products
147,Namibia,2593,Rape and Mustard Cake,c084,Oil cakes,Crop products
147,Namibia,2594,Cottonseed Cake,c085,Oil cakes,Crop products
147,Namibia,2595,Palmkernel Cake,c086,Oil cakes,Crop products
147,Namibia,2596,Copra Cake,c087,Oil cakes,Crop products
147,Namibia,2597,Sesameseed Cake,c088,Oil cakes,Crop products
147,Namibia,2598,"Oilseed Cakes, Other",c089,Oil cakes,Crop products
147,Namibia,2655,Wine,c090,Alcohol,Crop products
147,Namibia,2656,Beer,c091,Alcohol,Crop products
147,Namibia,2657,"Beverages, Fermented",c092,Alcohol,Crop products
147,Namibia,2658,"Beverages, Alcoholic",c093,Alcohol,Crop products
147,Namibia,2659,"Alcohol, Non-Food",c094,Ethanol,Crop products
147,Namibia,2661,Cotton lint,c095,Fibre crops,Crop products
147,Namibia,866,Cattle,c096,Live animals,Livestock
147,Namibia,946,Buffaloes,c097,Live animals,Livestock
147,Namibia,976,Sheep,c098,Live animals,Livestock
147,Namibia,1016,Goats,c099,Live animals,Livestock
147,Namibia,1034,Pigs,c100,Live animals,Livestock
147,Namibia,2029,Poultry Birds,c101,Live animals,Livestock
147,Namibia,1096,Horses,c102,Live animals,Livestock
147,Namibia,1107,Asses,c103,Live animals,Livestock
147,Namibia,1110,Mules,c104,Live animals,Livestock
